"period","stateid","price","sales"
"2022-01","PA",10.92,"14002.14798"
"2022-01","PACC",15.21,"34741.06838"
"2022-01","PACN",28.55,"1307.3352"
"2022-01","RI",20.32,"639.0905"
"2022-01","SAT",10.41,"75058.63668"
"2022-01","SC",10.06,"7261.71742"
"2022-01","SD",9.86,"1267.67244"
"2022-01","TN",10.21,"8865.37554"
"2022-01","TX",8.8,"36730.78348"
"2022-01","US",11.24,"338656.04633"
"2022-01","UT",8.04,"2700.35926"
"2022-01","VA",9.85,"12236.0209"
"2022-01","VT",16.8,"533.71382"
"2022-01","WA",8.93,"9125.68871"
"2022-01","WI",11.66,"6248.51212"
"2022-01","WNC",9.32,"28417.22051"
"2022-01","WSC",8.82,"54559.52206"
"2022-01","WV",9.27,"3334.00196"
"2022-01","WY",7.79,"1488.525"
"2023-12","AK",22.17,"567.99891"
"2023-12","AL",11.19,"6928.03815"
"2023-12","AR",9.17,"3877.48703"
"2023-12","AZ",12,"5983.00675"
"2023-12","CA",24.09,"18660.12634"
"2023-12","CO",11.41,"4709.74919"
"2023-12","CT",23.04,"2288.4249"
"2023-12","DC",17.32,"772.04747"
"2023-12","DE",13.43,"909.51453"
"2023-12","ENC",11.82,"44644.46441"
"2023-12","ESC",10.61,"24521.43679"
"2023-12","FL",13.41,"17769.96915"
"2023-12","GA",10.58,"11522.43546"
"2023-12","HI",38.47,"751.53693"
"2023-12","IA",8.42,"4665.84714"
"2023-12","ID",9.46,"2142.72762"
"2023-12","IL",11.25,"10777.00125"
"2023-12","IN",11.28,"7807.9852"
"2023-12","KS",10.16,"3128.84983"
"2023-12","KY",9.88,"5942.18343"
"2023-12","LA",8.69,"7074.35436"
"2023-12","MA",23.1,"4017.08953"
"2023-12","MAT",15.07,"29314.5495"
"2023-12","MD",14.96,"4927.44023"
"2023-12","ME",22.14,"909.57582"
"2023-12","MI",13.78,"8039.68803"
"2023-12","MN",11.46,"5621.47769"
"2023-12","MO",9.88,"6288.56631"
"2023-12","MS",10.75,"3682.98237"
"2023-12","MT",10.84,"1436.48333"
"2023-12","MTN",10.56,"23812.22414"
"2023-12","NC",11.32,"10995.45688"
"2023-12","ND",7.6,"2670.62958"
"2023-12","NE",8.79,"2788.31477"
"2023-12","NEW",22.67,"9168.59904"
"2023-12","NH",21.53,"907.13651"
"2023-12","NJ",15.04,"5693.30914"
"2023-12","NM",8.86,"2334.39291"
"2023-12","NV",11.44,"2838.90237"
"2023-12","NY",17.73,"11552.48165"
"2023-12","OH",11.06,"12309.73722"
"2023-12","OK",8.38,"5485.41475"
"2023-12","OR",10.28,"5172.61772"
"2023-12","PA",12.55,"12068.75872"
"2023-12","PACC",18.12,"32208.38403"
"2023-12","PACN",31.45,"1319.53584"
"2023-12","RI",24.63,"567.23104"
"2023-12","SAT",11.78,"68481.81999"
"2023-12","SC",10.2,"6981.59826"
"2023-12","SD",10.24,"1152.18086"
"2023-12","TN",10.59,"7968.23283"
"2023-12","TX",9.37,"36417.69871"
"2023-12","US",12.34,"312641.83476"
"2023-12","UT",8.53,"2798.57326"
"2023-12","VA",10.4,"11626.37358"
"2023-12","VT",18.17,"479.14123"
"2023-12","WA",9.65,"8375.63997"
"2023-12","WI",12.53,"5710.05271"
"2023-12","WNC",9.66,"26315.86617"
"2023-12","WSC",9.16,"52854.95485"
"2023-12","WV",10.19,"2976.98443"
"2023-12","WY",8.29,"1568.38872"
"2023-11","AK",21.85,"508.59456"
"2023-11","AL",11.59,"6317.31829"
"2023-11","AR",9.33,"3577.16718"
"2023-11","AZ",11.99,"5658.92443"
"2023-11","CA",24.35,"18479.20564"
"2023-11","CO",11.71,"4096.5696"
"2023-11","CT",22.48,"2090.56951"
"2023-11","DC",16.17,"765.39052"
"2023-11","DE",13.41,"761.78547"
"2023-11","ENC",11.79,"42156.32383"
"2023-11","ESC",10.7,"22633.68154"
"2023-11","FL",13.47,"17945.04558"
"2023-11","GA",10.64,"10586.92778"
"2023-11","HI",39.75,"762.86543"
"2023-11","IA",8.62,"4196.76876"
"2023-11","ID",9.39,"1890.51131"
"2023-11","IL",11.51,"10001.74337"
"2023-11","IN",10.93,"7608.71029"
"2023-11","KS",10.17,"3052.90268"
"2023-11","KY",9.78,"5525.53706"
"2023-11","LA",8.6,"6861.41136"
"2023-11","MA",22.34,"3839.33358"
"2023-11","MAT",15.37,"27025.82706"
"2023-11","MD",14.54,"4452.63536"
"2023-11","ME",21.56,"906.5714"
"2023-11","MI",13.7,"7657.78079"
"2023-11","MN",11.66,"5170.21292"
"2023-11","MO",10.07,"5724.72448"
"2023-11","MS",10.6,"3515.90282"
"2023-11","MT",10.88,"1246.07262"
"2023-11","MTN",10.79,"21825.53787"
"2023-11","NC",10.64,"10488.56794"
"2023-11","ND",7.86,"2525.97734"
"2023-11","NE",8.87,"2537.32437"
"2023-11","NEW",22.05,"8664.92807"
"2023-11","NH",21.39,"834.23427"
"2023-11","NJ",14.75,"5259.22634"
"2023-11","NM",9.51,"2167.62538"
"2023-11","NV",12.06,"2749.1758"
"2023-11","NY",18.37,"11020.9403"
"2023-11","OH",11.01,"11546.60419"
"2023-11","OK",8.79,"5022.70985"
"2023-11","OR",10.44,"4798.3966"
"2023-11","PA",12.6,"10745.66042"
"2023-11","PACC",18.63,"30688.83081"
"2023-11","PACN",32.59,"1271.45998"
"2023-11","RI",23.4,"555.01522"
"2023-11","SAT",11.74,"64123.83426"
"2023-11","SC",10.35,"5819.25274"
"2023-11","SD",10.33,"1062.39423"
"2023-11","TN",10.67,"7274.92337"
"2023-11","TX",9.38,"36126.46898"
"2023-11","US",12.44,"294248.48557"
"2023-11","UT",8.73,"2578.60722"
"2023-11","VA",10.42,"10649.35581"
"2023-11","VT",17.95,"439.2041"
"2023-11","WA",9.68,"7411.22857"
"2023-11","WI",12.49,"5341.4852"
"2023-11","WNC",9.82,"24270.30479"
"2023-11","WSC",9.21,"51587.75736"
"2023-11","WV",10.68,"2654.87308"
"2023-11","WY",8.45,"1438.05151"
"2023-10","AK",21.2,"490.57005"
"2023-10","AL",11.46,"6442.11558"
"2023-10","AR",9.85,"3791.303"
"2023-10","AZ",12.25,"7037.79729"
"2023-10","CA",25.92,"20390.47299"
"2023-10","CO",11.56,"4384.84257"
"2023-10","CT",23.2,"2024.20506"
"2023-10","DC",17.54,"757.2443"
"2023-10","DE",13.19,"832.90345"
"2023-10","ENC",11.8,"42486.26559"
"2023-10","ESC",10.7,"23566.58729"
"2023-10","FL",13.61,"20990.9519"
"2023-10","GA",10.69,"10854.06752"
"2023-10","HI",38.6,"797.40438"
"2023-10","IA",8.59,"4366.15068"
"2023-10","ID",9.33,"1801.94398"
"2023-10","IL",11.49,"10084.47674"
"2023-10","IN",11.12,"7436.37443"
"2023-10","KS",10.45,"3101.53643"
"2023-10","KY",9.81,"5539.37754"
"2023-10","LA",8.93,"7932.77362"
"2023-10","MA",22.02,"3896.03899"
"2023-10","MAT",15.22,"26778.92364"
"2023-10","MD",14.7,"4130.12982"
"2023-10","ME",21.2,"875.55892"
"2023-10","MI",13.62,"7757.67984"
"2023-10","MN",12.26,"5149.85079"
"2023-10","MO",10.12,"5625.05965"
"2023-10","MS",10.88,"3905.6236"
"2023-10","MT",11.19,"1158.29668"
"2023-10","MTN",10.84,"23589.07392"
"2023-10","NC",11.25,"9927.20545"
"2023-10","ND",7.98,"2358.2408"
"2023-10","NE",8.87,"2536.63309"
"2023-10","NEW",22.02,"8593.97084"
"2023-10","NH",20.84,"812.30068"
"2023-10","NJ",14.7,"5397.58757"
"2023-10","NM",9.39,"2288.89225"
"2023-10","NV",10.9,"2921.47219"
"2023-10","NY",18.48,"10747.58892"
"2023-10","OH",11,"11783.80278"
"2023-10","OK",9.35,"5312.22817"
"2023-10","OR",10.32,"4467.36933"
"2023-10","PA",12.18,"10633.74715"
"2023-10","PACC",20.23,"31687.2638"
"2023-10","PACN",31.97,"1287.97443"
"2023-10","RI",23.64,"569.46182"
"2023-10","SAT",11.91,"66918.26263"
"2023-10","SC",10.14,"6364.90733"
"2023-10","SD",10.65,"1029.13359"
"2023-10","TN",10.61,"7679.47057"
"2023-10","TX",9.93,"41954.17671"
"2023-10","US",12.67,"308065.40868"
"2023-10","UT",9.08,"2608.99027"
"2023-10","VA",10.23,"10515.11947"
"2023-10","VT",18.21,"416.40538"
"2023-10","WA",9.73,"6829.42148"
"2023-10","WI",12.47,"5423.9318"
"2023-10","WNC",10.03,"24166.60503"
"2023-10","WSC",9.74,"58990.48151"
"2023-10","WV",10.39,"2545.7334"
"2023-10","WY",8.64,"1386.83871"
"2023-09","AK",21.15,"457.88629"
"2023-09","AL",11.67,"7759.33787"
"2023-09","AR",10.16,"4663.94562"
"2023-09","AZ",12.62,"8141.57664"
"2023-09","CA",26.92,"22466.03859"
"2023-09","CO",12.47,"4772.78956"
"2023-09","CT",23.94,"2261.47667"
"2023-09","DC",16.29,"970.92371"
"2023-09","DE",12.92,"1021.89287"
"2023-09","ENC",11.83,"44936.55194"
"2023-09","ESC",10.81,"28084.19286"
"2023-09","FL",13.76,"24507.57703"
"2023-09","GA",11.26,"12911.41259"
"2023-09","HI",36.65,"772.02688"
"2023-09","IA",10.47,"4369.86921"
"2023-09","ID",9.22,"1973.47617"
"2023-09","IL",11.39,"10994.45783"
"2023-09","IN",10.78,"8250.94641"
"2023-09","KS",10.73,"3784.19906"
"2023-09","KY",9.94,"6087.74611"
"2023-09","LA",8.81,"9400.20587"
"2023-09","MA",22.22,"4519.58286"
"2023-09","MAT",16.13,"30699.00545"
"2023-09","MD",14.26,"4999.70271"
"2023-09","ME",20.2,"951.2675"
"2023-09","MI",13.73,"7980.24996"
"2023-09","MN",12.74,"5375.51084"
"2023-09","MO",12.2,"6683.67209"
"2023-09","MS",10.96,"4823.16386"
"2023-09","MT",10.72,"1200.58323"
"2023-09","MTN",11.67,"26160.4408"
"2023-09","NC",11.28,"11625.91651"
"2023-09","ND",8.28,"2220.97002"
"2023-09","NE",9.73,"2873.02481"
"2023-09","NEW",21.98,"9746.71473"
"2023-09","NH",19.91,"908.5997"
"2023-09","NJ",15.68,"6293.47636"
"2023-09","NM",10.14,"2530.07627"
"2023-09","NV",14.19,"3395.54503"
"2023-09","NY",19.9,"12679.45665"
"2023-09","OH",11.11,"12048.18604"
"2023-09","OK",10.15,"6306.5315"
"2023-09","OR",10.33,"4394.43018"
"2023-09","PA",12.3,"11726.07244"
"2023-09","PACC",21.33,"33387.44356"
"2023-09","PACN",30.88,"1229.91317"
"2023-09","RI",21.75,"674.2448"
"2023-09","SAT",12.15,"76678.77986"
"2023-09","SC",10.83,"7185.28392"
"2023-09","SD",10.82,"1096.93776"
"2023-09","TN",10.58,"9413.94503"
"2023-09","TX",10.91,"48778.53221"
"2023-09","US",13.14,"346476.44135"
"2023-09","UT",9.53,"2824.69636"
"2023-09","VA",10.43,"10985.23991"
"2023-09","VT",17.8,"431.54321"
"2023-09","WA",9.52,"6526.97479"
"2023-09","WI",13.06,"5662.7117"
"2023-09","WNC",11.16,"26404.18379"
"2023-09","WSC",10.5,"69149.2152"
"2023-09","WV",10.1,"2470.83061"
"2023-09","WY",8.56,"1321.69753"
"2023-08","AK",21.39,"479.75839"
"2023-08","AL",11.74,"8838.68446"
"2023-08","AR",10.29,"5156.6468"
"2023-08","AZ",12.72,"10183.66853"
"2023-08","CA",27.68,"25101.55563"
"2023-08","CO",12.34,"5655.4182"
"2023-08","CT",23.91,"2506.47594"
"2023-08","DC",16.78,"962.33505"
"2023-08","DE",13.07,"1128.57236"
"2023-08","ENC",12.04,"51317.59905"
"2023-08","ESC",10.9,"30963.10002"
"2023-08","FL",13.33,"26988.64343"
"2023-08","GA",11.99,"15072.37881"
"2023-08","HI",35.43,"793.60347"
"2023-08","IA",11.22,"5118.81032"
"2023-08","ID",9.52,"2494.40625"
"2023-08","IL",11.26,"12954.25821"
"2023-08","IN",11.32,"9009.27555"
"2023-08","KS",11.07,"4372.41612"
"2023-08","KY",9.97,"6918.22331"
"2023-08","LA",8.72,"9986.65009"
"2023-08","MA",22.32,"4899.93374"
"2023-08","MAT",16,"34024.16655"
"2023-08","MD",14.14,"5638.58905"
"2023-08","ME",20.15,"984.99819"
"2023-08","MI",14.03,"9101.15422"
"2023-08","MN",13.1,"6201.64958"
"2023-08","MO",12.51,"7720.07423"
"2023-08","MS",10.97,"5212.61065"
"2023-08","MT",11.32,"1373.2493"
"2023-08","MTN",11.8,"31469.78932"
"2023-08","NC",10.64,"13655.04468"
"2023-08","ND",8.38,"2348.56272"
"2023-08","NE",9.85,"3414.40147"
"2023-08","NEW",22.14,"10549.00967"
"2023-08","NH",21.4,"977.59477"
"2023-08","NJ",16.13,"7413.8996"
"2023-08","NM",9.93,"2831.86997"
"2023-08","NV",14.31,"4201.89736"
"2023-08","NY",19.3,"13588.06902"
"2023-08","OH",11.3,"13733.47644"
"2023-08","OK",10.63,"7280.6377"
"2023-08","OR",10.36,"5134.58951"
"2023-08","PA",12.48,"13022.19793"
"2023-08","PACC",21.77,"37571.48766"
"2023-08","PACN",30.14,"1273.36186"
"2023-08","RI",21.69,"713.23669"
"2023-08","SAT",11.99,"88042.74249"
"2023-08","SC",10.8,"8533.58595"
"2023-08","SD",10.95,"1228.40373"
"2023-08","TN",10.77,"9993.58161"
"2023-08","TX",11.42,"54396.52465"
"2023-08","US",13.27,"392436.03404"
"2023-08","UT",9.67,"3331.51356"
"2023-08","VA",10.47,"13186.79189"
"2023-08","VT",17.07,"466.77035"
"2023-08","WA",9.54,"7335.34252"
"2023-08","WI",13.37,"6519.43462"
"2023-08","WNC",11.52,"30404.31818"
"2023-08","WSC",10.92,"76820.45924"
"2023-08","WV",10.14,"2876.80128"
"2023-08","WY",8.76,"1397.76616"
"2023-07","AK",20.92,"472.87588"
"2023-07","AL",11.95,"8506.51213"
"2023-07","AR",10.3,"4794.19105"
"2023-07","AZ",13.01,"10728.85616"
"2023-07","CA",26.53,"23048.26218"
"2023-07","CO",12.16,"5380.66233"
"2023-07","CT",22.28,"3002.86724"
"2023-07","DC",16.68,"994.99944"
"2023-07","DE",12.52,"1132.8548"
"2023-07","ENC",12.17,"52552.42036"
"2023-07","ESC",11.01,"29756.64716"
"2023-07","FL",13.36,"26060.64401"
"2023-07","GA",11.99,"14879.30837"
"2023-07","HI",35.15,"784.60667"
"2023-07","IA",11.3,"4835.96569"
"2023-07","ID",9.57,"2859.4078"
"2023-07","IL",11.69,"13029.18623"
"2023-07","IN",11.14,"9301.70065"
"2023-07","KS",11.18,"4234.49994"
"2023-07","KY",10.07,"6849.08989"
"2023-07","LA",8.8,"9583.582"
"2023-07","MA",22.08,"4997.71374"
"2023-07","MAT",16.21,"35374.50389"
"2023-07","MD",13.94,"5890.70406"
"2023-07","ME",20.93,"948.08371"
"2023-07","MI",14.28,"9474.01644"
"2023-07","MN",12.87,"5939.77881"
"2023-07","MO",12.63,"7816.34913"
"2023-07","MS",10.85,"4930.6808"
"2023-07","MT",11.22,"1263.4799"
"2023-07","MTN",11.88,"32694.0326"
"2023-07","NC",10.6,"13915.79126"
"2023-07","ND",8.15,"2307.33955"
"2023-07","NE",9.89,"3212.24213"
"2023-07","NEW",21.82,"11301.37719"
"2023-07","NH",23.25,"1056.3216"
"2023-07","NJ",16.44,"8129.81174"
"2023-07","NM",10.44,"2861.59521"
"2023-07","NV",14.21,"4643.92116"
"2023-07","NY",19.42,"13987.81497"
"2023-07","OH",11.39,"14327.40089"
"2023-07","OK",10.05,"7233.88736"
"2023-07","OR",10.39,"5045.02178"
"2023-07","PA",12.67,"13256.87718"
"2023-07","PACC",20.81,"35065.68389"
"2023-07","PACN",29.8,"1257.48255"
"2023-07","RI",20.34,"801.45614"
"2023-07","SAT",12,"87026.29335"
"2023-07","SC",10.82,"8402.85317"
"2023-07","SD",10.98,"1152.08218"
"2023-07","TN",10.93,"9470.36434"
"2023-07","TX",10.25,"51117.74838"
"2023-07","US",13.06,"387256.1072"
"2023-07","UT",9.51,"3605.08597"
"2023-07","VA",10.61,"12917.26931"
"2023-07","VT",17.38,"494.93477"
"2023-07","WA",9.45,"6972.39993"
"2023-07","WI",13.23,"6420.11614"
"2023-07","WNC",11.54,"29498.25743"
"2023-07","WSC",10.04,"72729.40878"
"2023-07","WV",10.36,"2831.86893"
"2023-07","WY",8.68,"1351.02408"
"2023-06","AK",21.99,"449.35603"
"2023-06","AL",11.76,"7532.63252"
"2023-06","AR",9.81,"4184.21039"
"2023-06","AZ",12.52,"7778.45393"
"2023-06","CA",25.3,"19333.43379"
"2023-06","CO",12.31,"4415.46764"
"2023-06","CT",24.3,"2107.12507"
"2023-06","DC",16.62,"830.24512"
"2023-06","DE",12.27,"999.84568"
"2023-06","ENC",12,"45759.67107"
"2023-06","ESC",10.86,"25967.02732"
"2023-06","FL",13.52,"22800.17337"
"2023-06","GA",11.42,"12380.1895"
"2023-06","HI",37.19,"726.7688"
"2023-06","IA",11.31,"4583.77085"
"2023-06","ID",9.69,"2218.06347"
"2023-06","IL",11.62,"11235.24112"
"2023-06","IN",10.91,"8027.32395"
"2023-06","KS",10.91,"3729.07095"
"2023-06","KY",9.79,"5969.82466"
"2023-06","LA",8.54,"8488.60958"
"2023-06","MA",21.99,"4013.95581"
"2023-06","MAT",15.41,"28071.1799"
"2023-06","MD",14.25,"4552.0218"
"2023-06","ME",20.5,"853.69502"
"2023-06","MI",13.96,"8428.01172"
"2023-06","MN",13.1,"5796.58894"
"2023-06","MO",12.13,"6805.75677"
"2023-06","MS",10.97,"4239.83658"
"2023-06","MT",10.55,"1158.26707"
"2023-06","MTN",11.5,"25279.95588"
"2023-06","NC",10.1,"11395.99037"
"2023-06","ND",8.29,"2243.2988"
"2023-06","NE",9.66,"2932.9442"
"2023-06","NEW",22.02,"8869.62971"
"2023-06","NH",22.81,"848.68833"
"2023-06","NJ",16.13,"6044.82724"
"2023-06","NM",9.46,"2368.99657"
"2023-06","NV",14.05,"3414.31616"
"2023-06","NY",18.15,"11078.68809"
"2023-06","OH",11.24,"12220.16798"
"2023-06","OK",9.79,"6166.63228"
"2023-06","OR",10.13,"4491.72724"
"2023-06","PA",12.23,"10947.66458"
"2023-06","PACC",19.58,"30484.06972"
"2023-06","PACN",31.38,"1176.12483"
"2023-06","RI",18.62,"623.77825"
"2023-06","SAT",11.9,"73145.83947"
"2023-06","SC",10.56,"6925.17862"
"2023-06","SD",10.76,"1120.96484"
"2023-06","TN",10.75,"8224.73355"
"2023-06","TX",10.09,"43992.73817"
"2023-06","US",12.72,"328798.08365"
"2023-06","UT",9.14,"2661.17811"
"2023-06","VA",10.86,"10805.21642"
"2023-06","VT",17.48,"422.38723"
"2023-06","WA",9.35,"6658.9087"
"2023-06","WI",13,"5848.9263"
"2023-06","WNC",11.39,"27212.39535"
"2023-06","WSC",9.83,"62832.19041"
"2023-06","WV",10.02,"2456.97858"
"2023-06","WY",8.33,"1265.21293"
"2023-05","AK",22.34,"471.31362"
"2023-05","AL",11.08,"6654.5337"
"2023-05","AR",9.22,"3623.92925"
"2023-05","AZ",12.39,"7049.56163"
"2023-05","CA",23.42,"18288.412"
"2023-05","CO",11.5,"4324.3153"
"2023-05","CT",23.81,"1986.54244"
"2023-05","DC",16.52,"710.48804"
"2023-05","DE",12.41,"761.24237"
"2023-05","ENC",11.93,"41893.13618"
"2023-05","ESC",10.51,"22982.9558"
"2023-05","FL",13.34,"20637.93311"
"2023-05","GA",10.59,"11105.79992"
"2023-05","HI",38.49,"728.06179"
"2023-05","IA",9.1,"4333.16972"
"2023-05","ID",8.38,"2002.88984"
"2023-05","IL",12.21,"9960.95243"
"2023-05","IN",11.19,"7513.65017"
"2023-05","KS",10.67,"3234.55121"
"2023-05","KY",9.79,"5448.99373"
"2023-05","LA",8.62,"7384.32944"
"2023-05","MA",21.64,"3683.06613"
"2023-05","MAT",14.4,"25817.6369"
"2023-05","MD",13.65,"4098.99662"
"2023-05","ME",21.13,"854.65678"
"2023-05","MI",13.48,"7733.80101"
"2023-05","MN",12.26,"5151.37699"
"2023-05","MO",10.28,"5804.41434"
"2023-05","MS",10.9,"3602.11341"
"2023-05","MT",10.13,"1139.80352"
"2023-05","MTN",10.85,"23875.9241"
"2023-05","NC",9.98,"10150.32776"
"2023-05","ND",7.78,"2185.71445"
"2023-05","NE",9.06,"2535.63572"
"2023-05","NEW",21.91,"8263.39161"
"2023-05","NH",23.38,"788.64677"
"2023-05","NJ",14.87,"5241.11839"
"2023-05","NM",8.82,"2231.9467"
"2023-05","NV",12.73,"3174.31744"
"2023-05","NY",16.49,"10197.20731"
"2023-05","OH",10.86,"11342.94034"
"2023-05","OK",8.46,"5441.55595"
"2023-05","OR",10.1,"4472.1651"
"2023-05","PA",12.1,"10379.3112"
"2023-05","PACC",18.18,"29542.86087"
"2023-05","PACN",32.15,"1199.37541"
"2023-05","RI",19.44,"549.63715"
"2023-05","SAT",11.59,"66624.85222"
"2023-05","SC",10.21,"6471.32943"
"2023-05","SD",10.75,"997.30542"
"2023-05","TN",10.32,"7277.31496"
"2023-05","TX",9.43,"37813.45405"
"2023-05","US",12.21,"298705.56959"
"2023-05","UT",8.6,"2618.89409"
"2023-05","VA",10.75,"10206.9871"
"2023-05","VT",17.23,"400.84234"
"2023-05","WA",9.41,"6782.28377"
"2023-05","WI",12.47,"5341.79224"
"2023-05","WNC",10.21,"24242.16784"
"2023-05","WSC",9.21,"54263.26869"
"2023-05","WV",10.15,"2481.74787"
"2023-05","WY",8.22,"1334.19558"
"2023-04","AK",21.36,"493.31099"
"2023-04","AL",10.71,"6125.09073"
"2023-04","AR",9.22,"3387.44559"
"2023-04","AZ",11.78,"5935.42805"
"2023-04","CA",23.23,"16261.33366"
"2023-04","CO",11.08,"4225.67239"
"2023-04","CT",26.29,"1902.09818"
"2023-04","DC",16.11,"745.25057"
"2023-04","DE",12.72,"767.30856"
"2023-04","ENC",11.85,"39896.09218"
"2023-04","ESC",10.28,"22099.72818"
"2023-04","FL",13.88,"19226.1624"
"2023-04","GA",10.4,"10087.92236"
"2023-04","HI",39.7,"716.66363"
"2023-04","IA",8.31,"4102.65801"
"2023-04","ID",8.43,"1875.45908"
"2023-04","IL",12.2,"9433.25682"
"2023-04","IN",11.37,"7084.83045"
"2023-04","KS",10.53,"2876.49515"
"2023-04","KY",9.7,"5251.83213"
"2023-04","LA",8.15,"6935.64364"
"2023-04","MA",24.95,"3591.95794"
"2023-04","MAT",14.31,"25422.52548"
"2023-04","MD",13.84,"4009.81433"
"2023-04","ME",21.2,"898.54897"
"2023-04","MI",13.14,"7417.22084"
"2023-04","MN",12.21,"5012.29447"
"2023-04","MO",9.96,"5354.91935"
"2023-04","MS",10.83,"3369.2438"
"2023-04","MT",10.88,"1257.53143"
"2023-04","MTN",10.61,"21853.93791"
"2023-04","NC",10.13,"9425.93373"
"2023-04","ND",7.69,"2243.14694"
"2023-04","NE",9.06,"2400.59534"
"2023-04","NEW",23.91,"8077.95074"
"2023-04","NH",23.96,"781.80711"
"2023-04","NJ",14.61,"4783.4829"
"2023-04","NM",8.74,"2115.69723"
"2023-04","NV",12.82,"2695.17732"
"2023-04","NY",16.11,"10330.12363"
"2023-04","OH",10.64,"10770.46316"
"2023-04","OK",8.58,"4802.3104"
"2023-04","OR",10.34,"4596.70685"
"2023-04","PA",12.37,"10308.91895"
"2023-04","PACC",17.61,"28146.54596"
"2023-04","PACN",32.22,"1209.97462"
"2023-04","RI",17.63,"500.20767"
"2023-04","SAT",11.77,"61782.11293"
"2023-04","SC",10.14,"5877.90886"
"2023-04","SD",10.18,"1057.38897"
"2023-04","TN",10.09,"7353.56151"
"2023-04","TX",8.94,"34149.38207"
"2023-04","US",12.16,"280811.14791"
"2023-04","UT",8.84,"2398.70752"
"2023-04","VA",10.66,"9287.64163"
"2023-04","VT",17.23,"403.33087"
"2023-04","WA",9.66,"7288.50546"
"2023-04","WI",12.56,"5190.32091"
"2023-04","WNC",9.92,"23047.49824"
"2023-04","WSC",8.81,"49274.78169"
"2023-04","WV",10.25,"2354.1705"
"2023-04","WY",8.39,"1350.2649"
"2023-03","AK",21.27,"545.47506"
"2023-03","AL",10.99,"6470.87781"
"2023-03","AR",9.56,"3538.37924"
"2023-03","AZ",11.24,"5683.42"
"2023-03","CA",23.73,"19506.41869"
"2023-03","CO",11.36,"4579.80361"
"2023-03","CT",25.98,"2143.42777"
"2023-03","DC",16.13,"753.68134"
"2023-03","DE",12.77,"933.36063"
"2023-03","ENC",12.08,"44910.34991"
"2023-03","ESC",10.58,"23109.39473"
"2023-03","FL",13.2,"18684.09173"
"2023-03","GA",10.5,"10698.63591"
"2023-03","HI",40.94,"715.14203"
"2023-03","IA",8.28,"4586.17705"
"2023-03","ID",8.41,"2098.87381"
"2023-03","IL",12.29,"10581.46988"
"2023-03","IN",12.42,"7934.51717"
"2023-03","KS",11.06,"3038.7369"
"2023-03","KY",9.68,"5721.62198"
"2023-03","LA",9.15,"6927.44608"
"2023-03","MA",24.9,"4068.23703"
"2023-03","MAT",14.85,"28543.03789"
"2023-03","MD",13.87,"4709.12206"
"2023-03","ME",22.17,"1020.73989"
"2023-03","MI",13.27,"8144.88057"
"2023-03","MN",11.85,"5623.43599"
"2023-03","MO",10,"6056.0703"
"2023-03","MS",11.13,"3510.5133"
"2023-03","MT",11.11,"1398.72056"
"2023-03","MTN",10.46,"22742.00271"
"2023-03","NC",10.15,"10700.00365"
"2023-03","ND",7.86,"2472.34917"
"2023-03","NE",8.73,"2717.90826"
"2023-03","NEW",24.26,"9161.44254"
"2023-03","NH",24.84,"882.95363"
"2023-03","NJ",14.51,"5764.08545"
"2023-03","NM",9,"2198.29058"
"2023-03","NV",12.42,"2730.26713"
"2023-03","NY",17.24,"11221.11643"
"2023-03","OH",10.78,"12501.31172"
"2023-03","OK",8.66,"5204.20332"
"2023-03","OR",10.28,"5175.81722"
"2023-03","PA",12.71,"11557.83601"
"2023-03","PACC",18.02,"33219.39311"
"2023-03","PACN",32.43,"1260.61709"
"2023-03","RI",21.6,"586.46069"
"2023-03","SAT",11.58,"66363.76051"
"2023-03","SC",10.25,"6035.683"
"2023-03","SD",10.05,"1185.72342"
"2023-03","TN",10.65,"7406.38165"
"2023-03","TX",9.55,"35793.51422"
"2023-03","US",12.46,"306453.94244"
"2023-03","UT",8.89,"2588.08343"
"2023-03","VA",10.9,"10961.52233"
"2023-03","VT",17.42,"459.62354"
"2023-03","WA",9.68,"8537.1572"
"2023-03","WI",12.4,"5748.17057"
"2023-03","WNC",9.88,"25680.40108"
"2023-03","WSC",9.41,"51463.54287"
"2023-03","WV",10.3,"2887.65988"
"2023-03","WY",8.3,"1464.5436"
"2023-02","AK",21.1,"499.54252"
"2023-02","AL",11.83,"6261.83545"
"2023-02","AR",9.83,"3855.43738"
"2023-02","AZ",11.16,"5517.68614"
"2023-02","CA",22.38,"17440.48579"
"2023-02","CO",11.43,"4253.19148"
"2023-02","CT",27.08,"2095.59398"
"2023-02","DC",16.51,"775.29943"
"2023-02","DE",12.88,"876.66688"
"2023-02","ENC",12.23,"42041.45521"
"2023-02","ESC",11.23,"23657.80098"
"2023-02","FL",14.01,"16894.87427"
"2023-02","GA",10.96,"10239.95837"
"2023-02","HI",41.12,"648.46311"
"2023-02","IA",8.38,"4358.37465"
"2023-02","ID",8.56,"2052.8964"
"2023-02","IL",12.11,"10107.03301"
"2023-02","IN",12.88,"7700.9864"
"2023-02","KS",11.56,"2903.43376"
"2023-02","KY",10.41,"5632.96074"
"2023-02","LA",10.15,"7101.66682"
"2023-02","MA",25.77,"4105.90217"
"2023-02","MAT",15.4,"27655.9443"
