"period","stateid","price","sales"
"2022-12","WV",10.06,"3099.17232"
"2022-12","WY",8.42,"1515.54856"
"2022-11","AK",20.79,"521.95707"
"2022-11","AL",11.95,"6280.4966"
"2022-11","AR",9.71,"3519.11224"
"2022-11","AZ",10.8,"5488.18935"
"2022-11","CA",22.22,"18003.13589"
"2022-11","CO",11.98,"4358.59404"
"2022-11","CT",20.33,"2047.53445"
"2022-11","DC",15.4,"765.98688"
"2022-11","DE",12.65,"798.5747"
"2022-11","ENC",11.85,"41906.77845"
"2022-11","ESC",11.22,"22377.65913"
"2022-11","FL",12.58,"18222.74909"
"2022-11","GA",11.35,"10495.41429"
"2022-11","HI",41.14,"755.9686"
"2022-11","IA",8.49,"4311.29419"
"2022-11","ID",8.49,"2005.53591"
"2022-11","IL",11.86,"10072.74899"
"2022-11","IN",12.52,"7376.83032"
"2022-11","KS",11.57,"3061.8001"
"2022-11","KY",10.92,"5429.46267"
"2022-11","LA",11.27,"6906.57075"
"2022-11","MA",21.79,"3775.16448"
"2022-11","MAT",14.94,"26489.21026"
"2022-11","MD",13.85,"4403.08325"
"2022-11","ME",16.45,"927.17214"
"2022-11","MI",12.87,"7669.15748"
"2022-11","MN",11.73,"5209.49504"
"2022-11","MO",9.81,"5887.25354"
"2022-11","MS",10.82,"3487.70196"
"2022-11","MT",10.8,"1261.09718"
"2022-11","MTN",10.37,"22001.40359"
"2022-11","NC",9.44,"10468.29873"
"2022-11","ND",8.29,"2248.63035"
"2022-11","NE",8.49,"2580.60664"
"2022-11","NEW",20.76,"8520.92444"
"2022-11","NH",23.55,"795.52653"
"2022-11","NJ",14.01,"5197.26335"
"2022-11","NM",10.07,"2120.73634"
"2022-11","NV",11.18,"2731.81969"
"2022-11","NY",18.2,"10488.56647"
"2022-11","OH",10.82,"11357.44222"
"2022-11","OK",9.56,"5113.17589"
"2022-11","OR",9.36,"4923.26871"
"2022-11","PA",12.23,"10803.38044"
"2022-11","PACC",16.85,"30681.15742"
"2022-11","PACN",32.82,"1277.92568"
"2022-11","RI",21.14,"552.03466"
"2022-11","SAT",11.44,"64665.44386"
"2022-11","SC",10.39,"6290.66938"
"2022-11","SD",10.18,"1064.1867"
"2022-11","TN",11,"7179.9979"
"2022-11","TX",9.98,"34435.1179"
"2022-11","US",12.3,"292257.74617"
"2022-11","UT",8.59,"2622.65079"
"2022-11","VA",11.09,"10567.73487"
"2022-11","VT",17.36,"423.49218"
"2022-11","WA",9.13,"7754.75282"
"2022-11","WI",11.66,"5430.59945"
"2022-11","WNC",9.94,"24363.26657"
"2022-11","WSC",10.1,"49973.97678"
"2022-11","WV",10.23,"2652.93266"
"2022-11","WY",8.16,"1412.78031"
"2022-10","AK",21.1,"484.75807"
"2022-10","AL",11.59,"6335.50907"
"2022-10","AR",10.12,"3727.63907"
"2022-10","AZ",11.18,"6533.29865"
"2022-10","CA",22.85,"21570.34154"
"2022-10","CO",12.04,"4351.75387"
"2022-10","CT",20.47,"2021.74742"
"2022-10","DC",16.11,"778.25152"
"2022-10","DE",12.89,"811.64441"
"2022-10","ENC",12,"40967.4891"
"2022-10","ESC",11.06,"22968.73747"
"2022-10","FL",12.76,"19758.44963"
"2022-10","GA",11.52,"10639.51942"
"2022-10","HI",41.99,"816.22195"
"2022-10","IA",8.74,"4075.15346"
"2022-10","ID",8.59,"1788.44723"
"2022-10","IL",11.96,"9856.1877"
"2022-10","IN",12.93,"7201.70118"
"2022-10","KS",11.89,"3126.90249"
"2022-10","KY",10.71,"5354.06094"
"2022-10","LA",11.37,"7721.52054"
"2022-10","MA",21.25,"3881.12466"
"2022-10","MAT",15.18,"26756.53818"
"2022-10","MD",14.24,"4150.14065"
"2022-10","ME",16.67,"863.78302"
"2022-10","MI",12.96,"7605.81715"
"2022-10","MN",12.07,"5031.48383"
"2022-10","MO",9.69,"5500.09817"
"2022-10","MS",10.67,"3880.12739"
"2022-10","MT",10.29,"1103.42821"
"2022-10","MTN",10.58,"22941.75837"
"2022-10","NC",10.09,"9905.86452"
"2022-10","ND",8.34,"2101.91125"
"2022-10","NE",8.85,"2470.21071"
"2022-10","NEW",20.44,"8498.00868"
"2022-10","NH",22.87,"771.15455"
"2022-10","NJ",13.85,"5291.50087"
"2022-10","NM",10.21,"2202.6794"
"2022-10","NV",11.24,"3090.15752"
"2022-10","NY",18.86,"10809.58705"
"2022-10","OH",10.89,"10996.63528"
"2022-10","OK",10.5,"5109.77052"
"2022-10","OR",9.37,"4264.07879"
"2022-10","PA",12.11,"10655.45026"
"2022-10","PACC",18.32,"32354.65707"
"2022-10","PACN",34.2,"1300.98002"
"2022-10","RI",19.48,"550.0779"
"2022-10","SAT",11.72,"64342.16927"
"2022-10","SC",10.46,"5984.40723"
"2022-10","SD",10.72,"985.40733"
"2022-10","TN",11.08,"7399.04008"
"2022-10","TX",10.4,"37215.50862"
"2022-10","US",12.66,"297195.94414"
"2022-10","UT",8.82,"2560.62399"
"2022-10","VA",11.22,"9805.75886"
"2022-10","VT",17.38,"410.12111"
"2022-10","WA",9.2,"6520.23673"
"2022-10","WI",11.74,"5307.14779"
"2022-10","WNC",10.17,"23291.16724"
"2022-10","WSC",10.53,"53774.43876"
"2022-10","WV",9.87,"2508.13304"
"2022-10","WY",8.19,"1311.36951"
"2022-09","AK",19.94,"462.04652"
"2022-09","AL",12.59,"7423.14707"
"2022-09","AR",10.85,"4319.5991"
"2022-09","AZ",11.78,"8411.93682"
"2022-09","CA",24.04,"26005.26868"
"2022-09","CO",12.65,"4816.99696"
"2022-09","CT",23.29,"2153.24201"
"2022-09","DC",14.67,"879.77456"
"2022-09","DE",12.42,"989.43141"
"2022-09","ENC",12.17,"45474.49753"
"2022-09","ESC",11.62,"26904.15381"
"2022-09","FL",13.08,"23226.35526"
"2022-09","GA",12.96,"12368.78662"
"2022-09","HI",42.39,"799.28286"
"2022-09","IA",10.6,"4340.6607"
"2022-09","ID",8.42,"2125.10007"
"2022-09","IL",12.92,"11147.59078"
"2022-09","IN",11.54,"8280.51099"
"2022-09","KS",12.1,"3765.32022"
"2022-09","KY",11.08,"6062.13434"
"2022-09","LA",11.49,"8447.884"
"2022-09","MA",22.51,"4479.09276"
"2022-09","MAT",16.27,"30981.69432"
"2022-09","MD",13.58,"4682.66955"
"2022-09","ME",17.18,"984.17032"
"2022-09","MI",13.16,"8221.65363"
"2022-09","MN",12.92,"5384.42539"
"2022-09","MO",11.12,"6848.09783"
"2022-09","MS",11.04,"4386.39464"
"2022-09","MT",10.65,"1236.60066"
"2022-09","MTN",11.3,"26983.13493"
"2022-09","NC",10.3,"11186.51728"
"2022-09","ND",8.72,"1999.23365"
"2022-09","NE",9.38,"2828.44923"
"2022-09","NEW",21.92,"9533.36403"
"2022-09","NH",24.62,"870.11979"
"2022-09","NJ",15.01,"6056.14263"
"2022-09","NM",11.02,"2385.1877"
"2022-09","NV",12.79,"3783.71254"
"2022-09","NY",20.28,"12990.33892"
"2022-09","OH",11.08,"12120.37807"
"2022-09","OK",11.33,"6048.11633"
"2022-09","OR",9.4,"4293.74325"
"2022-09","PA",12.55,"11935.21276"
"2022-09","PACC",19.63,"37039.20969"
"2022-09","PACN",34.16,"1261.32939"
"2022-09","RI",19.84,"625.49637"
"2022-09","SAT",12.19,"73543.93324"
"2022-09","SC",11.32,"7074.17296"
"2022-09","SD",10.57,"1092.07746"
"2022-09","TN",11.47,"9032.47776"
"2022-09","TX",10.91,"43748.65987"
"2022-09","US",13.31,"340543.84071"
"2022-09","UT",9.65,"2930.61446"
"2022-09","VA",11.63,"10694.25698"
"2022-09","VT",17.29,"421.24277"
"2022-09","WA",9.17,"6740.19776"
"2022-09","WI",12.48,"5704.36405"
"2022-09","WNC",11.15,"26258.26449"
"2022-09","WSC",11.03,"62564.25929"
"2022-09","WV",9.8,"2441.96864"
"2022-09","WY",8.44,"1292.98572"
"2022-08","AK",20.71,"472.16051"
"2022-08","AL",13.13,"8486.04952"
"2022-08","AR",10.86,"4963.52206"
"2022-08","AZ",12.03,"9251.04031"
"2022-08","CA",24.48,"27435.43426"
"2022-08","CO",12.75,"5598.63334"
"2022-08","CT",22.95,"2870.31483"
"2022-08","DC",15.4,"989.54132"
"2022-08","DE",12.31,"1185.66911"
"2022-08","ENC",12.51,"53228.97004"
"2022-08","ESC",12.16,"30523.01319"
"2022-08","FL",12.73,"25801.87745"
"2022-08","GA",14.26,"14367.54192"
"2022-08","HI",41.93,"810.46222"
"2022-08","IA",11.66,"4875.18494"
"2022-08","ID",8.99,"2653.68172"
"2022-08","IL",13.07,"13100.04853"
"2022-08","IN",12.49,"9712.51847"
"2022-08","KS",12.49,"4389.49257"
"2022-08","KY",11.43,"7018.17041"
"2022-08","LA",11.74,"9159.88003"
"2022-08","MA",22.17,"5075.29851"
"2022-08","MAT",16.06,"36981.24195"
"2022-08","MD",13.52,"5857.00993"
"2022-08","ME",16.43,"1140.38132"
"2022-08","MI",13.4,"9737.00801"
"2022-08","MN",12.87,"6030.03406"
"2022-08","MO",12.33,"7878.22039"
"2022-08","MS",10.61,"4908.90156"
"2022-08","MT",10.35,"1416.56013"
"2022-08","MTN",11.23,"30688.26516"
"2022-08","NC",10.08,"13576.25153"
"2022-08","ND",8.92,"2066.89287"
"2022-08","NE",9.35,"3449.6425"
"2022-08","NEW",21.36,"11481.67236"
"2022-08","NH",22.61,"1084.81766"
"2022-08","NJ",16,"8303.20601"
"2022-08","NM",10.84,"2620.15576"
"2022-08","NV",11.85,"4392.42918"
"2022-08","NY",19.27,"14847.97056"
"2022-08","OH",11.52,"14134.64525"
"2022-08","OK",11.94,"7154.36777"
"2022-08","OR",9.21,"5108.2282"
"2022-08","PA",12.65,"13830.06538"
"2022-08","PACC",19.63,"40115.42228"
"2022-08","PACN",34.12,"1282.62272"
"2022-08","RI",18.58,"806.7533"
"2022-08","SAT",12.3,"84930.4606"
"2022-08","SC",11.69,"8039.02762"
"2022-08","SD",10.94,"1232.50925"
"2022-08","TN",12.61,"10109.8917"
"2022-08","TX",11.01,"49194.86757"
"2022-08","US",13.44,"389626.2823"
"2022-08","UT",9.26,"3356.13114"
"2022-08","VA",11.68,"12242.46009"
"2022-08","VT",17.03,"504.10674"
"2022-08","WA",9.07,"7571.75982"
"2022-08","WI",12.27,"6544.74978"
"2022-08","WNC",11.72,"29921.97658"
"2022-08","WSC",11.19,"70472.63743"
"2022-08","WV",10,"2871.08164"
"2022-08","WY",8.54,"1399.63359"
"2022-07","AK",21.43,"462.97247"
"2022-07","AL",12.59,"8879.87429"
"2022-07","AR",10.93,"5121.2448"
"2022-07","AZ",12,"9784.79734"
"2022-07","CA",23.94,"24188.1955"
"2022-07","CO",12.41,"5687.3946"
"2022-07","CT",17.74,"2918.75333"
"2022-07","DC",15.3,"1041.51345"
"2022-07","DE",11.9,"1158.63293"
"2022-07","ENC",12.47,"53455.36985"
"2022-07","ESC",11.66,"31651.67776"
"2022-07","FL",12.59,"25598.37486"
"2022-07","GA",14.39,"14928.73427"
"2022-07","HI",41.41,"789.58055"
"2022-07","IA",12,"5018.54043"
"2022-07","ID",9.02,"2893.65571"
"2022-07","IL",12.96,"13408.36186"
"2022-07","IN",11.96,"9461.79099"
"2022-07","KS",12.41,"4373.49131"
"2022-07","KY",11.25,"7286.34297"
"2022-07","LA",11.92,"9410.51029"
"2022-07","MA",20.2,"4911.31183"
"2022-07","MAT",15.94,"35811.47433"
"2022-07","MD",13.37,"5989.54294"
"2022-07","ME",17.59,"963.69627"
"2022-07","MI",13.72,"9745.9622"
"2022-07","MN",12.88,"6183.77608"
"2022-07","MO",12.05,"8230.42884"
"2022-07","MS",10.28,"5021.60876"
"2022-07","MT",9.47,"1255.51953"
"2022-07","MTN",11.14,"31836.72106"
"2022-07","NC",9.75,"14027.94909"
"2022-07","ND",8.8,"2049.9368"
"2022-07","NE",9.56,"3294.99731"
"2022-07","NEW",18.85,"11131.03843"
"2022-07","NH",18.84,"1055.28322"
"2022-07","NJ",15.72,"8419.83928"
"2022-07","NM",11.17,"2677.67772"
"2022-07","NV",11.73,"4545.28952"
"2022-07","NY",19.39,"13868.68065"
"2022-07","OH",11.51,"14295.56721"
"2022-07","OK",11.31,"7505.37344"
"2022-07","OR",9.22,"4925.41113"
"2022-07","PA",12.53,"13522.95441"
"2022-07","PACC",18.99,"36237.56856"
"2022-07","PACN",34.02,"1252.55302"
"2022-07","RI",17.23,"792.26142"
"2022-07","SAT",12.13,"87324.52085"
"2022-07","SC",11.43,"8544.76424"
"2022-07","SD",11.04,"1199.85749"
"2022-07","TN",11.82,"10463.85174"
"2022-07","TX",11.19,"48125.09409"
"2022-07","US",13.12,"389214.17473"
"2022-07","UT",9.37,"3589.10291"
"2022-07","VA",11.31,"13179.18347"
"2022-07","VT",16.93,"489.73237"
"2022-07","WA",8.92,"7123.96193"
"2022-07","WI",12.42,"6543.68759"
"2022-07","WNC",11.73,"30351.02826"
"2022-07","WSC",11.28,"70162.22261"
"2022-07","WV",10.12,"2855.82561"
"2022-07","WY",8.49,"1403.28374"
"2022-06","AK",21.43,"451.73102"
"2022-06","AL",12.2,"8235.07041"
"2022-06","AR",10.54,"4288.41258"
"2022-06","AZ",11.82,"8736.95663"
"2022-06","CA",23.48,"21564.76439"
"2022-06","CO",12.13,"4889.40178"
"2022-06","CT",21.33,"2300.23031"
"2022-06","DC",14.89,"923.69291"
"2022-06","DE",11.34,"988.65638"
"2022-06","ENC",12.24,"49015.16477"
"2022-06","ESC",11.25,"28406.75841"
"2022-06","FL",12.49,"23518.80973"
"2022-06","GA",14.1,"13775.5377"
"2022-06","HI",40.44,"740.1934"
"2022-06","IA",11.44,"4551.31063"
"2022-06","ID",9.16,"2251.75627"
"2022-06","IL",12.72,"12345.65363"
"2022-06","IN",11.72,"8778.96042"
"2022-06","KS",11.94,"3871.98309"
"2022-06","KY",11.07,"6647.83455"
"2022-06","LA",10.53,"9058.11946"
"2022-06","MA",20.34,"4040.90064"
"2022-06","MAT",15.49,"30389.78261"
"2022-06","MD",13.44,"5051.8008"
"2022-06","ME",18.58,"882.26925"
"2022-06","MI",13.55,"8870.1839"
"2022-06","MN",12.93,"5515.21463"
"2022-06","MO",11.82,"7153.60234"
"2022-06","MS",10.44,"4547.49599"
"2022-06","MT",9.11,"1160.63199"
"2022-06","MTN",10.8,"27590.36746"
"2022-06","NC",9.53,"12326.7966"
"2022-06","ND",9.01,"1920.74829"
"2022-06","NE",9.32,"2918.08543"
"2022-06","NEW",20.03,"9060.64844"
"2022-06","NH",18.94,"870.64157"
"2022-06","NJ",15.46,"6585.45117"
"2022-06","NM",10.18,"2455.28686"
"2022-06","NV",10.83,"3889.60236"
"2022-06","NY",18.95,"11906.73885"
"2022-06","OH",11.05,"13091.92667"
"2022-06","OK",10.84,"6477.42512"
"2022-06","OR",9.11,"4268.79694"
"2022-06","PA",12.05,"11897.59259"
"2022-06","PACC",18.59,"32521.63601"
"2022-06","PACN",33.23,"1191.92442"
"2022-06","RI",18.69,"536.45555"
"2022-06","SAT",11.9,"77671.63464"
"2022-06","SC",11.04,"7633.53062"
"2022-06","SD",11.05,"1048.50863"
"2022-06","TN",10.91,"8976.35746"
"2022-06","TX",10.53,"44455.0054"
"2022-06","US",12.75,"347106.33234"
"2022-06","UT",9.03,"2934.51688"
"2022-06","VA",10.66,"10828.60657"
"2022-06","VT",16.89,"430.15112"
"2022-06","WA",8.86,"6688.07468"
"2022-06","WI",12.67,"5928.44015"
"2022-06","WNC",11.5,"26979.45304"
"2022-06","WSC",10.56,"64278.96256"
"2022-06","WV",9.97,"2624.20333"
"2022-06","WY",8.33,"1272.2147"
"2022-05","AK",21.68,"467.39401"
"2022-05","AL",11.25,"7180.35205"
"2022-05","AR",9.83,"3717.68796"
"2022-05","AZ",11.43,"7163.62527"
"2022-05","CA",21.43,"18943.67664"
"2022-05","CO",11.15,"4345.09787"
"2022-05","CT",20.4,"2123.74115"
"2022-05","DC",15.02,"802.95868"
"2022-05","DE",11.72,"842.76193"
"2022-05","ENC",11.64,"43677.43426"
"2022-05","ESC",10.5,"24747.68625"
"2022-05","FL",12.17,"21317.42929"
"2022-05","GA",12.08,"11924.2962"
"2022-05","HI",39.53,"751.7857"
"2022-05","IA",9.64,"4304.9803"
"2022-05","ID",7.93,"2014.1431"
"2022-05","IL",11.89,"10740.03792"
"2022-05","IN",11.33,"7935.50331"
"2022-05","KS",11.1,"3328.21937"
"2022-05","KY",10.15,"6009.49817"
"2022-05","LA",9.35,"7768.74745"
"2022-05","MA",19.27,"3877.59216"
"2022-05","MAT",14.35,"26812.18958"
"2022-05","MD",12.66,"4472.53264"
"2022-05","ME",19.31,"867.54013"
"2022-05","MI",13.22,"7949.19052"
"2022-05","MN",11.99,"5140.07428"
"2022-05","MO",9.67,"6004.44421"
"2022-05","MS",10.3,"3862.2173"
"2022-05","MT",9.48,"1155.19778"
"2022-05","MTN",10.1,"23894.64488"
"2022-05","NC",9.67,"11070.75478"
"2022-05","ND",8.46,"1919.37515"
"2022-05","NE",8.87,"2530.94705"
"2022-05","NEW",19.23,"8727.57648"
"2022-05","NH",18.93,"828.56605"
"2022-05","NJ",14.95,"5662.13029"
"2022-05","NM",9.19,"2181.75554"
"2022-05","NV",9.94,"3220.76484"
"2022-05","NY",17.41,"10423.16152"
"2022-05","OH",10.38,"11506.87453"
"2022-05","OK",9.74,"5609.95827"
"2022-05","OR",9.17,"4299.66104"
"2022-05","PA",11.06,"10726.89777"
"2022-05","PACC",16.86,"30071.99025"
"2022-05","PACN",32.69,"1219.17971"
"2022-05","RI",16.79,"608.28714"
"2022-05","SAT",11.29,"70119.83086"
"2022-05","SC",10.4,"6892.23269"
"2022-05","SD",10.5,"981.36043"
"2022-05","TN",10.15,"7695.61872"
"2022-05","TX",10.22,"39120.62723"
"2022-05","US",11.98,"309696.95397"
"2022-05","UT",8.41,"2540.87382"
"2022-05","VA",10.39,"10232.06082"
"2022-05","VT",16.88,"421.84985"
"2022-05","WA",9,"6828.65257"
"2022-05","WI",11.95,"5545.82798"
"2022-05","WNC",10.21,"24209.4008"
"2022-05","WSC",10.03,"56217.0209"
"2022-05","WV",9.61,"2564.80381"
"2022-05","WY",8.37,"1273.18667"
"2022-04","AK",20.52,"481.33635"
"2022-04","AL",10.74,"6141.77423"
"2022-04","AR",9.18,"3461.43839"
"2022-04","AZ",10.92,"5912.21128"
"2022-04","CA",20.54,"18170.50477"
"2022-04","CO",10.95,"4259.49079"
"2022-04","CT",22.14,"1927.36947"
"2022-04","DC",14.48,"700.04764"
"2022-04","DE",11.02,"785.40907"
"2022-04","ENC",11.21,"40761.28465"
"2022-04","ESC",10.21,"22534.03791"
"2022-04","FL",12.21,"18462.79489"
"2022-04","GA",10.85,"10132.88433"
"2022-04","HI",37.9,"713.66459"
"2022-04","IA",8.39,"4067.51382"
"2022-04","ID",7.97,"1872.6318"
"2022-04","IL",11.33,"9693.08503"
"2022-04","IN",10.89,"7456.01074"
"2022-04","KS",10.83,"2927.10381"
"2022-04","KY",9.76,"5644.32139"
"2022-04","LA",9.16,"6789.84884"
"2022-04","MA",19.59,"3972.75712"
"2022-04","MAT",13.84,"26503.25591"
"2022-04","MD",12.52,"4028.44129"
"2022-04","ME",19.37,"900.90136"
"2022-04","MI",12.91,"7482.41306"
"2022-04","MN",11.63,"4997.2472"
"2022-04","MO",9.35,"5498.12217"
"2022-04","MS",10.12,"3463.08753"
"2022-04","MT",9.48,"1246.64605"
"2022-04","MTN",9.85,"21739.03383"
"2022-04","NC",9.25,"9393.85313"
"2022-04","ND",8.26,"1930.57052"
"2022-04","NE",8.57,"2443.80279"
"2022-04","NEW",19.78,"8671.00634"
"2022-04","NH",19.15,"795.63746"
"2022-04","NJ",14.39,"5083.16445"
"2022-04","NM",9.33,"2011.36221"
"2022-04","NV",9.82,"2738.77918"
"2022-04","NY",16.64,"10615.71426"
"2022-04","OH",10.03,"10891.3658"
"2022-04","OK",8.71,"4762.77802"
"2022-04","OR",9.19,"4440.25636"
"2022-04","PA",10.82,"10804.3772"
"2022-04","PACC",15.97,"30105.39391"
"2022-04","PACN",30.9,"1195.00094"
"2022-04","RI",17.26,"661.5821"
"2022-04","SAT",10.82,"61475.46683"
"2022-04","SC",9.63,"5816.25799"
"2022-04","SD",10.25,"1046.34478"
"2022-04","TN",10.16,"7284.85477"
"2022-04","TX",9.25,"34023.61608"
"2022-04","US",11.56,"284932.86674"
"2022-04","UT",8.39,"2359.20558"
"2022-04","VA",9.76,"9699.13657"
"2022-04","VT",16.69,"412.75884"
"2022-04","WA",8.91,"7494.63278"
"2022-04","WI",11.47,"5238.41001"
"2022-04","WNC",9.73,"22910.70509"
"2022-04","WSC",9.18,"49037.68132"
"2022-04","WV",9.3,"2456.64192"
"2022-04","WY",8.04,"1338.70694"
"2022-03","AK",20.64,"527.44011"
"2022-03","AL",10.3,"6487.58825"
"2022-03","AR",8.94,"3795.94289"
"2022-03","AZ",10.26,"5666.35539"
"2022-03","CA",20.7,"19752.80989"
"2022-03","CO",10.92,"4575.24622"
"2022-03","CT",20.71,"2199.92415"
"2022-03","DC",14.61,"813.0933"
"2022-03","DE",11.23,"922.14027"
"2022-03","ENC",10.96,"45122.48766"
"2022-03","ESC",9.87,"24165.11964"
"2022-03","FL",12.05,"18739.9783"
"2022-03","GA",10.34,"10643.14127"
"2022-03","HI",36.25,"733.9353"
"2022-03","IA",8.14,"4498.26276"
"2022-03","ID",8.07,"1957.50509"
"2022-03","IL",10.93,"10684.88564"
"2022-03","IN",10.77,"8092.66644"
"2022-03","KS",10.58,"3117.5805"
"2022-03","KY",9.26,"6101.64479"
"2022-03","LA",8.99,"6870.33703"
"2022-03","MA",20.95,"4092.78766"
"2022-03","MAT",13.91,"28528.39942"
"2022-03","MD",12.47,"4659.45359"
"2022-03","ME",18.24,"1086.64093"
"2022-03","MI",12.7,"8191.70885"
"2022-03","MN",11.39,"5666.9735"
"2022-03","MO",9.17,"6134.19159"
"2022-03","MS",10.02,"3704.38762"
"2022-03","MT",9.08,"1313.89105"
"2022-03","MTN",9.57,"22167.8968"
"2022-03","NC",9.65,"10105.79211"
"2022-03","ND",8.09,"2266.16695"
"2022-03","NE",8.46,"2712.76587"
"2022-03","NEW",20.16,"9351.60923"
"2022-03","NH",19.66,"894.14636"
"2022-03","NJ",14.28,"5655.65784"
"2022-03","NM",9.56,"2026.42657"
"2022-03","NV",9.15,"2681.17408"
"2022-03","NY",16.81,"11363.67808"
"2022-03","OH",9.72,"12365.28694"
"2022-03","OK",8.5,"5078.62737"
"2022-03","OR",9.08,"4666.0392"
"2022-03","PA",10.86,"11509.0635"
"2022-03","PACC",16.11,"32551.02885"
"2022-03","PACN",29.72,"1261.37541"
"2022-03","RI",19.66,"612.48066"
"2022-03","SAT",10.77,"64440.90285"
"2022-03","SC",9.87,"6118.7207"
"2022-03","SD",9.94,"1156.46931"
"2022-03","TN",9.9,"7871.49898"
"2022-03","TX",9.18,"35413.8893"
"2022-03","US",11.48,"304300.02693"
"2022-03","UT",8.29,"2533.1667"
"2022-03","VA",9.73,"9659.66276"
"2022-03","VT",16.82,"465.62947"
"2022-03","WA",8.98,"8132.17975"
"2022-03","WI",11.48,"5787.9398"
"2022-03","WNC",9.52,"25552.41048"
"2022-03","WSC",9.07,"51158.79659"
"2022-03","WV",9.39,"2778.92056"
"2022-03","WY",8.07,"1414.1317"
"2022-02","AK",20.24,"510.44735"
"2022-02","AL",10.3,"6785.33508"
"2022-02","AR",8.8,"3974.99161"
"2022-02","AZ",10.68,"5254.56634"
"2022-02","CA",20.38,"16636.41958"
"2022-02","CO",10.82,"4303.7707"
"2022-02","CT",23.21,"2219.15954"
"2022-02","DC",13.95,"805.94012"
"2022-02","DE",10.86,"993.76218"
"2022-02","ENC",11.09,"44804.51417"
"2022-02","ESC",9.89,"26189.21329"
"2022-02","FL",12.51,"17215.89938"
"2022-02","GA",9.92,"10910.40565"
"2022-02","HI",34.77,"653.32306"
"2022-02","IA",8.36,"4420.38958"
"2022-02","ID",8.09,"2017.93631"
"2022-02","IL",10.87,"10884.07092"
"2022-02","IN",10.68,"8376.69489"
"2022-02","KS",10.31,"3190.98827"
"2022-02","KY",9.5,"6455.2543"
"2022-02","LA",8.71,"7587.24508"
"2022-02","MA",21.7,"4271.69251"
"2022-02","MAT",14.27,"29473.40275"
"2022-02","MD",13.01,"4920.19314"
"2022-02","ME",17.31,"1083.59361"
"2022-02","MI",12.99,"7888.38647"
"2022-02","MN",11.47,"5475.31035"
"2022-02","MO",8.69,"6741.42123"
"2022-02","MS",9.92,"3881.88425"
"2022-02","MT",8.85,"1392.83557"
"2022-02","MTN",9.64,"21271.33436"
"2022-02","NC",9.1,"11632.37903"
"2022-02","ND",8.33,"2158.45389"
"2022-02","NE",8.31,"2723.83696"
"2022-02","NEW",21.11,"9526.74342"
"2022-02","NH",19.88,"909.24768"
"2022-02","NJ",13.89,"5498.57784"
"2022-02","NM",9.49,"1980.24505"
"2022-02","NV",9.31,"2519.27159"
"2022-02","NY",17.86,"11593.89792"
"2022-02","OH",10,"12087.83338"
"2022-02","OK",8.61,"5207.09018"
"2022-02","OR",9.1,"4602.11281"
"2022-02","PA",11.07,"12380.92698"
"2022-02","PACC",15.51,"29192.84559"
"2022-02","PACN",28.4,"1163.77041"
"2022-02","RI",21.47,"573.14747"
"2022-02","SAT",10.7,"66869.59877"
"2022-02","SC",10.09,"6430.88161"
"2022-02","SD",10.08,"1172.39126"
"2022-02","TN",9.85,"9066.73967"
"2022-02","TX",9.21,"34719.52934"
"2022-02","US",11.42,"305863.07052"
"2022-02","UT",8.38,"2425.64625"
"2022-02","VA",9.76,"11161.53514"
"2022-02","VT",16.62,"469.90261"
"2022-02","WA",9.03,"7954.3132"
"2022-02","WI",11.8,"5567.52851"
"2022-02","WNC",9.41,"25882.79154"
"2022-02","WSC",9.04,"51488.85622"
"2022-02","WV",9.31,"2798.60251"
"2022-02","WY",8.03,"1377.06255"
"2022-01","AK",20.33,"579.88766"
"2022-01","AL",10.51,"7726.09409"
"2022-01","AR",8.73,"4156.50802"
"2022-01","AZ",10.37,"5891.40192"
"2022-01","CA",19.54,"20422.44347"
"2022-01","CO",10.94,"4714.55704"
"2022-01","CT",19.86,"2615.2607"
"2022-01","DC",13.98,"925.43191"
"2022-01","DE",10.72,"1075.02289"
"2022-01","ENC",10.86,"49957.60554"
"2022-01","ESC",10.13,"27694.91311"
"2022-01","FL",12.03,"18138.52253"
"2022-01","GA",10,"12613.60367"
"2022-01","HI",35.09,"727.44754"
"2022-01","IA",8.49,"4919.27138"
"2022-01","ID",8.17,"2294.82015"
"2022-01","IL",10.16,"12336.74933"
"2022-01","IN",10.61,"8971.15559"
"2022-01","KS",10.36,"3430.92259"
"2022-01","KY",9.88,"7074.07023"
"2022-01","LA",9.23,"7926.83836"
"2022-01","MA",21.55,"4442.02246"
"2022-01","MAT",13.91,"32889.6081"
"2022-01","MD",12.46,"5984.33716"
"2022-01","ME",15.35,"1163.43876"
"2022-01","MI",13.05,"8868.91706"
"2022-01","MN",11.05,"6110.55581"
"2022-01","MO",8.7,"7430.68418"
"2022-01","MS",9.63,"4029.37324"
"2022-01","MT",9.3,"1493.03063"
"2022-01","MTN",9.54,"23613.10895"
"2022-01","NC",8.4,"13489.97823"
"2022-01","ND",8.2,"2335.41201"
"2022-01","NE",8.12,"2922.70209"
"2022-01","NEW",19.87,"10417.02781"
"2022-01","NH",19.08,"1023.50158"
"2022-01","NJ",14.19,"6574.09779"
"2022-01","NM",9.34,"2195.0797"
"2022-01","NV",9.18,"2835.33526"
"2022-01","NY",17.15,"12313.36233"
"2022-01","OH",9.85,"13532.27144"
"2022-01","OK",8.45,"5745.3922"
"2022-01","OR",9.16,"5192.9362"
